,date,breakout_direction1,breakout_time1,breakout_direction2,breakout_time2,breakout_direction3,breakout_time3,breakout_direction4,breakout_time4,breakout_direction5,breakout_time5,breakout_direction6,breakout_time6,breakout_direction7,breakout_time7,breakout_direction8,breakout_time8,breakout_direction9,breakout_time9,breakout_direction10,breakout_time10,breakout_segment1,breakout_segment2,breakout_segment3,breakout_segment4,breakout_segment5,breakout_segment6,breakout_segment7,breakout_segment8,breakout_segment9,breakout_segment10
1402,2014-10-28,above,2014-10-27 23:40:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1403,2014-10-29,above,2014-10-28 20:35:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1404,2014-10-30,above,2014-10-29 22:45:00,below,2014-10-30 03:40:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1405,2014-11-03,below,2014-11-02 21:40:00,above,2014-11-03 04:50:00,below,2014-11-03 09:20:00,above,2014-11-03 12:55:00,below,2014-11-03 13:40:00,,,,,,,,,,,adr,odr,rdr_transition,rdr,rdr,,,,,
1406,2014-11-04,above,2014-11-03 21:30:00,below,2014-11-04 00:00:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
1407,2014-11-05,below,2014-11-04 22:35:00,above,2014-11-05 08:20:00,,,,,,,,,,,,,,,,,adr,rdr_transition,,,,,,,,
1408,2014-11-06,above,2014-11-05 20:35:00,below,2014-11-05 22:30:00,above,2014-11-06 00:20:00,below,2014-11-06 02:05:00,,,,,,,,,,,,,adr,adr,adr,adr_transition,,,,,,
1409,2014-11-10,above,2014-11-09 20:55:00,below,2014-11-10 02:20:00,above,2014-11-10 03:35:00,below,2014-11-10 10:00:00,,,,,,,,,,,,,adr,adr_transition,odr,rdr,,,,,,
1410,2014-11-11,below,2014-11-10 22:35:00,above,2014-11-11 07:50:00,below,2014-11-11 09:40:00,above,2014-11-11 10:20:00,below,2014-11-11 10:45:00,above,2014-11-11 12:35:00,below,2014-11-11 13:25:00,above,2014-11-11 13:40:00,,,,,adr,odr,rdr,rdr,rdr,rdr,rdr,rdr,,
1411,2014-11-12,above,2014-11-11 21:20:00,below,2014-11-12 01:55:00,above,2014-11-12 03:15:00,below,2014-11-12 03:55:00,above,2014-11-12 05:55:00,below,2014-11-12 06:30:00,above,2014-11-12 10:15:00,below,2014-11-12 12:30:00,,,,,adr,adr,odr,odr,odr,odr,rdr,rdr,,
1412,2014-11-13,above,2014-11-12 23:35:00,below,2014-11-13 02:10:00,,,,,,,,,,,,,,,,,adr,adr_transition,,,,,,,,
1413,2014-11-17,below,2014-11-16 20:55:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1414,2014-11-18,below,2014-11-17 20:35:00,above,2014-11-18 02:40:00,below,2014-11-18 08:50:00,,,,,,,,,,,,,,,adr,adr_transition,rdr_transition,,,,,,,
1415,2014-11-19,above,2014-11-18 21:10:00,below,2014-11-18 23:45:00,above,2014-11-19 01:05:00,below,2014-11-19 02:50:00,above,2014-11-19 04:20:00,below,2014-11-19 10:35:00,above,2014-11-19 10:45:00,,,,,,,adr,adr,adr,adr_transition,odr,rdr,rdr,,,
1416,2014-11-20,above,2014-11-19 22:35:00,below,2014-11-20 04:40:00,above,2014-11-20 06:45:00,,,,,,,,,,,,,,,adr,odr,odr,,,,,,,
1417,2014-11-24,above,2014-11-23 21:40:00,below,2014-11-24 06:50:00,above,2014-11-24 10:30:00,below,2014-11-24 13:00:00,,,,,,,,,,,,,adr,odr,rdr,rdr,,,,,,
1418,2014-11-25,above,2014-11-24 20:55:00,below,2014-11-25 03:05:00,above,2014-11-25 03:25:00,below,2014-11-25 10:45:00,,,,,,,,,,,,,adr,odr,odr,rdr,,,,,,
1419,2014-11-26,above,2014-11-25 22:25:00,below,2014-11-26 08:45:00,above,2014-11-26 11:10:00,below,2014-11-26 13:05:00,,,,,,,,,,,,,adr,rdr_transition,rdr,rdr,,,,,,
1420,2014-11-27,below,2014-11-26 21:35:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1421,2014-12-01,below,2014-12-01 02:50:00,above,2014-12-01 04:45:00,,,,,,,,,,,,,,,,,adr_transition,odr,,,,,,,,
1422,2014-12-02,above,2014-12-02 03:55:00,below,2014-12-02 04:40:00,,,,,,,,,,,,,,,,,odr,odr,,,,,,,,
1423,2014-12-03,below,2014-12-03 00:05:00,above,2014-12-03 10:55:00,below,2014-12-03 11:30:00,,,,,,,,,,,,,,,adr,rdr,rdr,,,,,,,
1424,2014-12-04,above,2014-12-03 21:20:00,below,2014-12-04 05:30:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1425,2014-12-08,above,2014-12-07 20:50:00,below,2014-12-08 04:40:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1426,2014-12-09,below,2014-12-08 21:20:00,above,2014-12-09 03:45:00,below,2014-12-09 09:35:00,above,2014-12-09 09:45:00,,,,,,,,,,,,,adr,odr,rdr,rdr,,,,,,
1427,2014-12-10,below,2014-12-09 21:05:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1428,2014-12-11,below,2014-12-10 22:10:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1429,2014-12-15,above,2014-12-14 20:45:00,below,2014-12-15 11:25:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
1430,2014-12-16,above,2014-12-15 21:45:00,below,2014-12-16 02:15:00,above,2014-12-16 11:00:00,below,2014-12-16 13:30:00,above,2014-12-16 14:05:00,,,,,,,,,,,adr,adr_transition,rdr,rdr,rdr,,,,,
1431,2014-12-17,below,2014-12-16 20:35:00,above,2014-12-17 03:05:00,below,2014-12-17 03:25:00,above,2014-12-17 10:10:00,below,2014-12-17 10:30:00,above,2014-12-17 10:35:00,,,,,,,,,adr,odr,odr,rdr,rdr,rdr,,,,
1432,2014-12-18,above,2014-12-18 04:05:00,below,2014-12-18 10:30:00,,,,,,,,,,,,,,,,,odr,rdr,,,,,,,,
1433,2014-12-22,above,2014-12-21 20:40:00,below,2014-12-22 06:20:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1434,2014-12-23,above,2014-12-22 21:10:00,below,2014-12-23 03:25:00,above,2014-12-23 04:05:00,below,2014-12-23 09:05:00,above,2014-12-23 10:00:00,,,,,,,,,,,adr,odr,odr,rdr_transition,rdr,,,,,
1435,2014-12-29,below,2014-12-28 22:20:00,above,2014-12-29 03:40:00,below,2014-12-29 04:15:00,above,2014-12-29 06:55:00,below,2014-12-29 09:35:00,,,,,,,,,,,adr,odr,odr,odr,rdr,,,,,
1436,2014-12-30,above,2014-12-29 20:35:00,below,2014-12-29 23:35:00,above,2014-12-30 09:20:00,below,2014-12-30 11:25:00,above,2014-12-30 13:10:00,,,,,,,,,,,adr,adr,rdr_transition,rdr,rdr,,,,,
1437,2015-01-05,below,2015-01-04 20:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1438,2015-01-06,above,2015-01-05 20:40:00,below,2015-01-05 21:25:00,above,2015-01-05 21:35:00,below,2015-01-05 23:55:00,,,,,,,,,,,,,adr,adr,adr,adr,,,,,,
1439,2015-01-07,below,2015-01-06 22:35:00,above,2015-01-07 05:30:00,below,2015-01-07 07:15:00,above,2015-01-07 07:40:00,below,2015-01-07 10:35:00,above,2015-01-07 10:45:00,below,2015-01-07 11:10:00,above,2015-01-07 11:20:00,,,,,adr,odr,odr,odr,rdr,rdr,rdr,rdr,,
1440,2015-01-08,above,2015-01-07 20:35:00,below,2015-01-08 02:20:00,above,2015-01-08 06:35:00,below,2015-01-08 07:20:00,,,,,,,,,,,,,adr,adr_transition,odr,odr,,,,,,
1441,2015-01-12,below,2015-01-12 01:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1442,2015-01-13,below,2015-01-12 21:55:00,above,2015-01-13 09:30:00,below,2015-01-13 10:05:00,above,2015-01-13 10:30:00,below,2015-01-13 13:30:00,above,2015-01-13 14:25:00,,,,,,,,,adr,rdr,rdr,rdr,rdr,rdr,,,,
1443,2015-01-14,below,2015-01-13 20:45:00,above,2015-01-14 05:30:00,below,2015-01-14 08:30:00,above,2015-01-14 09:05:00,,,,,,,,,,,,,adr,odr,rdr_transition,rdr_transition,,,,,,
1444,2015-01-15,below,2015-01-14 22:00:00,above,2015-01-15 07:10:00,below,2015-01-15 09:55:00,,,,,,,,,,,,,,,adr,odr,rdr,,,,,,,
1445,2015-01-19,below,2015-01-19 02:50:00,,,,,,,,,,,,,,,,,,,adr_transition,,,,,,,,,
1446,2015-01-20,below,2015-01-19 21:45:00,above,2015-01-20 06:15:00,below,2015-01-20 08:05:00,,,,,,,,,,,,,,,adr,odr,rdr_transition,,,,,,,
1447,2015-01-21,above,2015-01-20 22:50:00,below,2015-01-21 06:35:00,above,2015-01-21 08:20:00,,,,,,,,,,,,,,,adr,odr,rdr_transition,,,,,,,
1448,2015-01-22,above,2015-01-21 20:50:00,below,2015-01-22 03:10:00,above,2015-01-22 04:45:00,below,2015-01-22 10:00:00,above,2015-01-22 10:10:00,below,2015-01-22 10:20:00,,,,,,,,,adr,odr,odr,rdr,rdr,rdr,,,,
1449,2015-01-26,above,2015-01-25 21:10:00,below,2015-01-26 01:05:00,above,2015-01-26 03:05:00,below,2015-01-26 03:40:00,above,2015-01-26 07:40:00,,,,,,,,,,,adr,adr,odr,odr,odr,,,,,
1450,2015-01-27,above,2015-01-26 23:40:00,below,2015-01-27 01:10:00,above,2015-01-27 03:50:00,below,2015-01-27 04:15:00,above,2015-01-27 05:40:00,below,2015-01-27 06:15:00,above,2015-01-27 08:20:00,,,,,,,adr,adr,odr,odr,odr,odr,rdr_transition,,,
1451,2015-01-28,above,2015-01-28 00:25:00,below,2015-01-28 05:15:00,above,2015-01-28 07:25:00,below,2015-01-28 08:15:00,,,,,,,,,,,,,adr,odr,odr,rdr_transition,,,,,,
1452,2015-01-29,below,2015-01-29 02:55:00,above,2015-01-29 05:00:00,below,2015-01-29 06:25:00,above,2015-01-29 08:30:00,below,2015-01-29 10:20:00,,,,,,,,,,,adr_transition,odr,odr,rdr_transition,rdr,,,,,
1453,2015-02-02,above,2015-02-02 05:00:00,,,,,,,,,,,,,,,,,,,odr,,,,,,,,,
1454,2015-02-03,above,2015-02-03 02:10:00,,,,,,,,,,,,,,,,,,,adr_transition,,,,,,,,,
1455,2015-02-04,above,2015-02-03 23:40:00,below,2015-02-04 03:25:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1456,2015-02-05,below,2015-02-04 22:10:00,above,2015-02-05 04:55:00,below,2015-02-05 06:45:00,above,2015-02-05 07:05:00,,,,,,,,,,,,,adr,odr,odr,odr,,,,,,
1457,2015-02-09,below,2015-02-08 23:55:00,above,2015-02-09 07:10:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1458,2015-02-10,below,2015-02-09 20:50:00,above,2015-02-10 07:15:00,below,2015-02-10 07:55:00,above,2015-02-10 09:20:00,below,2015-02-10 09:30:00,,,,,,,,,,,adr,odr,odr,rdr_transition,rdr,,,,,
1459,2015-02-11,below,2015-02-10 21:05:00,above,2015-02-11 00:00:00,below,2015-02-11 05:20:00,above,2015-02-11 06:55:00,below,2015-02-11 08:05:00,,,,,,,,,,,adr,adr,odr,odr,rdr_transition,,,,,
1460,2015-02-12,below,2015-02-11 21:55:00,above,2015-02-12 00:50:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
1461,2015-02-16,below,2015-02-15 21:10:00,above,2015-02-16 06:20:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1462,2015-02-17,above,2015-02-16 21:10:00,below,2015-02-17 08:20:00,above,2015-02-17 13:55:00,,,,,,,,,,,,,,,adr,rdr_transition,rdr,,,,,,,
1463,2015-02-18,above,2015-02-17 21:55:00,below,2015-02-18 03:20:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1464,2015-02-19,above,2015-02-18 21:05:00,below,2015-02-19 02:55:00,above,2015-02-19 11:30:00,,,,,,,,,,,,,,,adr,adr_transition,rdr,,,,,,,
1465,2015-02-23,above,2015-02-22 20:55:00,below,2015-02-23 03:15:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1466,2015-02-24,below,2015-02-23 20:40:00,above,2015-02-24 06:25:00,below,2015-02-24 14:10:00,,,,,,,,,,,,,,,adr,odr,rdr,,,,,,,
1467,2015-02-25,below,2015-02-25 00:35:00,above,2015-02-25 05:50:00,below,2015-02-25 09:40:00,above,2015-02-25 11:10:00,,,,,,,,,,,,,adr,odr,rdr,rdr,,,,,,
1468,2015-02-26,below,2015-02-25 20:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1469,2015-03-02,above,2015-03-01 20:40:00,below,2015-03-02 02:15:00,above,2015-03-02 10:00:00,,,,,,,,,,,,,,,adr,adr_transition,rdr,,,,,,,
1470,2015-03-03,below,2015-03-02 21:25:00,above,2015-03-02 23:30:00,below,2015-03-03 08:10:00,above,2015-03-03 08:30:00,below,2015-03-03 09:10:00,above,2015-03-03 10:25:00,,,,,,,,,adr,adr,rdr_transition,rdr_transition,rdr_transition,rdr,,,,
1471,2015-03-04,above,2015-03-03 21:00:00,below,2015-03-04 09:55:00,above,2015-03-04 13:20:00,,,,,,,,,,,,,,,adr,rdr,rdr,,,,,,,
1472,2015-03-05,above,2015-03-04 21:05:00,below,2015-03-05 08:20:00,above,2015-03-05 10:40:00,below,2015-03-05 11:20:00,,,,,,,,,,,,,adr,rdr_transition,rdr,rdr,,,,,,
1473,2015-03-09,above,2015-03-09 02:05:00,,,,,,,,,,,,,,,,,,,adr_transition,,,,,,,,,
1474,2015-03-10,above,2015-03-09 20:45:00,below,2015-03-10 03:10:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1475,2015-03-11,above,2015-03-10 21:00:00,below,2015-03-11 04:40:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1476,2015-03-12,below,2015-03-11 20:55:00,above,2015-03-12 02:40:00,below,2015-03-12 09:20:00,,,,,,,,,,,,,,,adr,adr_transition,rdr_transition,,,,,,,
1477,2015-03-16,above,2015-03-15 21:10:00,below,2015-03-16 10:05:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
1478,2015-03-17,above,2015-03-16 20:35:00,below,2015-03-16 21:50:00,above,2015-03-16 23:25:00,below,2015-03-17 03:35:00,,,,,,,,,,,,,adr,adr,adr,odr,,,,,,
1479,2015-03-18,above,2015-03-18 00:05:00,below,2015-03-18 05:05:00,above,2015-03-18 12:30:00,below,2015-03-18 13:25:00,above,2015-03-18 14:00:00,,,,,,,,,,,adr,odr,rdr,rdr,rdr,,,,,
1480,2015-03-19,below,2015-03-18 20:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1481,2015-03-23,below,2015-03-22 21:55:00,above,2015-03-23 07:30:00,below,2015-03-23 08:25:00,above,2015-03-23 09:05:00,,,,,,,,,,,,,adr,odr,rdr_transition,rdr_transition,,,,,,
1482,2015-03-24,below,2015-03-23 20:55:00,above,2015-03-24 05:20:00,below,2015-03-24 11:55:00,above,2015-03-24 12:45:00,,,,,,,,,,,,,adr,odr,rdr,rdr,,,,,,
1483,2015-03-25,below,2015-03-25 02:50:00,above,2015-03-25 08:00:00,,,,,,,,,,,,,,,,,adr_transition,rdr_transition,,,,,,,,
1484,2015-03-26,above,2015-03-25 20:35:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1485,2015-03-30,above,2015-03-29 21:25:00,below,2015-03-29 22:25:00,above,2015-03-30 08:20:00,below,2015-03-30 10:35:00,above,2015-03-30 12:00:00,below,2015-03-30 13:30:00,above,2015-03-30 14:25:00,,,,,,,adr,adr,rdr_transition,rdr,rdr,rdr,rdr,,,
1486,2015-03-31,below,2015-03-30 20:35:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1487,2015-04-01,below,2015-04-01 05:00:00,above,2015-04-01 08:15:00,,,,,,,,,,,,,,,,,odr,rdr_transition,,,,,,,,
1488,2015-04-06,above,2015-04-06 02:10:00,,,,,,,,,,,,,,,,,,,adr_transition,,,,,,,,,
1489,2015-04-07,below,2015-04-06 20:45:00,above,2015-04-07 01:50:00,below,2015-04-07 02:10:00,above,2015-04-07 10:05:00,,,,,,,,,,,,,adr,adr,adr_transition,rdr,,,,,,
1490,2015-04-08,above,2015-04-07 21:05:00,below,2015-04-08 03:45:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1491,2015-04-09,below,2015-04-08 21:05:00,above,2015-04-08 23:35:00,below,2015-04-09 10:30:00,above,2015-04-09 11:35:00,below,2015-04-09 14:25:00,,,,,,,,,,,adr,adr,rdr,rdr,rdr,,,,,
1492,2015-04-13,above,2015-04-12 20:40:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1493,2015-04-14,above,2015-04-13 20:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1494,2015-04-15,above,2015-04-14 20:40:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1495,2015-04-16,above,2015-04-15 23:20:00,below,2015-04-16 03:45:00,above,2015-04-16 05:40:00,below,2015-04-16 06:10:00,above,2015-04-16 12:10:00,,,,,,,,,,,adr,odr,odr,odr,rdr,,,,,
1496,2015-04-20,above,2015-04-19 20:40:00,below,2015-04-20 03:30:00,above,2015-04-20 10:00:00,below,2015-04-20 11:45:00,above,2015-04-20 12:05:00,below,2015-04-20 12:20:00,above,2015-04-20 12:50:00,below,2015-04-20 13:35:00,,,,,adr,odr,rdr,rdr,rdr,rdr,rdr,rdr,,
1497,2015-04-21,below,2015-04-20 20:50:00,above,2015-04-21 10:35:00,below,2015-04-21 10:55:00,,,,,,,,,,,,,,,adr,rdr,rdr,,,,,,,
1498,2015-04-22,below,2015-04-21 21:25:00,above,2015-04-22 08:55:00,below,2015-04-22 10:05:00,above,2015-04-22 10:30:00,below,2015-04-22 11:50:00,above,2015-04-22 12:40:00,below,2015-04-22 13:35:00,above,2015-04-22 14:05:00,below,2015-04-22 14:15:00,,,adr,rdr_transition,rdr,rdr,rdr,rdr,rdr,rdr,rdr,
1499,2015-04-23,above,2015-04-22 20:55:00,below,2015-04-23 02:40:00,above,2015-04-23 07:45:00,,,,,,,,,,,,,,,adr,adr_transition,odr,,,,,,,
1500,2015-04-27,below,2015-04-26 21:00:00,above,2015-04-27 09:00:00,below,2015-04-27 10:45:00,above,2015-04-27 11:35:00,below,2015-04-27 12:40:00,,,,,,,,,,,adr,rdr_transition,rdr,rdr,rdr,,,,,
1501,2015-04-28,below,2015-04-27 21:05:00,above,2015-04-28 05:45:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1502,2015-04-29,below,2015-04-28 21:15:00,above,2015-04-28 23:40:00,below,2015-04-29 03:05:00,above,2015-04-29 08:35:00,below,2015-04-29 09:05:00,above,2015-04-29 09:20:00,,,,,,,,,adr,adr,odr,rdr_transition,rdr_transition,rdr_transition,,,,
1503,2015-04-30,above,2015-04-29 21:40:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1504,2015-05-04,below,2015-05-03 21:20:00,above,2015-05-04 01:10:00,below,2015-05-04 09:10:00,,,,,,,,,,,,,,,adr,adr,rdr_transition,,,,,,,
1505,2015-05-05,below,2015-05-04 20:35:00,above,2015-05-05 04:25:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1506,2015-05-06,above,2015-05-05 21:20:00,below,2015-05-06 14:15:00,above,2015-05-06 14:25:00,below,2015-05-06 15:45:00,,,,,,,,,,,,,adr,rdr,rdr,rdr,,,,,,
1507,2015-05-07,below,2015-05-06 22:20:00,above,2015-05-07 00:50:00,below,2015-05-07 09:30:00,,,,,,,,,,,,,,,adr,adr,rdr,,,,,,,
1508,2015-05-11,above,2015-05-10 21:50:00,below,2015-05-10 23:10:00,above,2015-05-11 02:05:00,below,2015-05-11 04:45:00,above,2015-05-11 07:40:00,below,2015-05-11 09:00:00,above,2015-05-11 09:15:00,below,2015-05-11 10:10:00,above,2015-05-11 10:40:00,below,2015-05-11 10:50:00,adr,adr,adr_transition,odr,odr,rdr_transition,rdr_transition,rdr,rdr,rdr
1509,2015-05-12,below,2015-05-11 21:20:00,above,2015-05-12 00:35:00,below,2015-05-12 01:30:00,above,2015-05-12 03:00:00,,,,,,,,,,,,,adr,adr,adr,odr,,,,,,
1510,2015-05-13,below,2015-05-12 21:10:00,above,2015-05-13 00:35:00,below,2015-05-13 07:10:00,above,2015-05-13 07:35:00,below,2015-05-13 10:30:00,above,2015-05-13 12:35:00,below,2015-05-13 13:30:00,,,,,,,adr,adr,odr,odr,rdr,rdr,rdr,,,
1511,2015-05-14,above,2015-05-13 20:55:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1512,2015-05-18,above,2015-05-17 20:40:00,below,2015-05-17 22:20:00,above,2015-05-18 00:15:00,below,2015-05-18 09:20:00,above,2015-05-18 09:40:00,below,2015-05-18 09:45:00,above,2015-05-18 10:00:00,below,2015-05-18 10:05:00,,,,,adr,adr,adr,rdr_transition,rdr,rdr,rdr,rdr,,
1513,2015-05-19,above,2015-05-18 20:35:00,below,2015-05-18 22:00:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
1514,2015-05-20,above,2015-05-19 22:00:00,below,2015-05-20 02:00:00,above,2015-05-20 03:10:00,below,2015-05-20 10:35:00,above,2015-05-20 10:45:00,,,,,,,,,,,adr,adr_transition,odr,rdr,rdr,,,,,
1515,2015-05-21,above,2015-05-20 21:50:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1516,2015-05-25,below,2015-05-25 01:10:00,above,2015-05-25 11:25:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
1517,2015-05-26,below,2015-05-25 21:30:00,above,2015-05-26 01:35:00,below,2015-05-26 02:15:00,,,,,,,,,,,,,,,adr,adr,adr_transition,,,,,,,
1518,2015-05-27,above,2015-05-26 21:35:00,below,2015-05-26 22:35:00,above,2015-05-26 23:35:00,below,2015-05-27 06:10:00,above,2015-05-27 07:35:00,below,2015-05-27 07:45:00,,,,,,,,,adr,adr,adr,odr,odr,odr,,,,
1519,2015-05-28,above,2015-05-27 20:35:00,below,2015-05-28 03:20:00,above,2015-05-28 04:00:00,below,2015-05-28 04:30:00,above,2015-05-28 04:35:00,below,2015-05-28 06:45:00,above,2015-05-28 14:35:00,,,,,,,adr,odr,odr,odr,odr,odr,rdr,,,
1520,2015-06-01,below,2015-05-31 20:40:00,above,2015-06-01 02:45:00,below,2015-06-01 02:50:00,above,2015-06-01 08:30:00,below,2015-06-01 08:50:00,above,2015-06-01 09:10:00,below,2015-06-01 10:40:00,above,2015-06-01 13:30:00,below,2015-06-01 13:55:00,above,2015-06-01 14:05:00,adr,adr_transition,adr_transition,rdr_transition,rdr_transition,rdr_transition,rdr,rdr,rdr,rdr
1521,2015-06-02,below,2015-06-01 21:30:00,above,2015-06-02 02:25:00,,,,,,,,,,,,,,,,,adr,adr_transition,,,,,,,,
1522,2015-06-03,above,2015-06-02 21:30:00,below,2015-06-02 23:30:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
1523,2015-06-04,below,2015-06-03 21:20:00,above,2015-06-04 05:45:00,below,2015-06-04 07:15:00,above,2015-06-04 07:40:00,below,2015-06-04 08:25:00,,,,,,,,,,,adr,odr,odr,odr,rdr_transition,,,,,
1524,2015-06-08,below,2015-06-07 20:50:00,above,2015-06-08 02:50:00,below,2015-06-08 06:45:00,above,2015-06-08 08:00:00,below,2015-06-08 08:50:00,above,2015-06-08 09:45:00,below,2015-06-08 10:15:00,,,,,,,adr,adr_transition,odr,rdr_transition,rdr_transition,rdr,rdr,,,
1525,2015-06-09,above,2015-06-08 20:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1526,2015-06-10,above,2015-06-09 21:20:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1527,2015-06-11,below,2015-06-10 21:45:00,above,2015-06-11 01:35:00,below,2015-06-11 05:10:00,,,,,,,,,,,,,,,adr,adr,odr,,,,,,,
1528,2015-06-15,below,2015-06-14 21:10:00,above,2015-06-15 02:15:00,below,2015-06-15 04:05:00,,,,,,,,,,,,,,,adr,adr_transition,odr,,,,,,,
1529,2015-06-16,above,2015-06-15 21:05:00,below,2015-06-16 09:05:00,above,2015-06-16 09:15:00,,,,,,,,,,,,,,,adr,rdr_transition,rdr_transition,,,,,,,
1530,2015-06-17,above,2015-06-16 21:10:00,below,2015-06-17 11:30:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
1531,2015-06-18,below,2015-06-17 20:35:00,above,2015-06-18 03:45:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
1532,2015-06-22,above,2015-06-21 21:40:00,below,2015-06-22 09:20:00,above,2015-06-22 14:10:00,,,,,,,,,,,,,,,adr,rdr_transition,rdr,,,,,,,
1533,2015-06-23,below,2015-06-22 22:45:00,above,2015-06-23 01:45:00,below,2015-06-23 03:45:00,above,2015-06-23 04:55:00,below,2015-06-23 06:15:00,above,2015-06-23 10:15:00,,,,,,,,,adr,adr,odr,odr,odr,rdr,,,,
1534,2015-06-24,below,2015-06-23 21:40:00,above,2015-06-24 03:05:00,below,2015-06-24 06:35:00,above,2015-06-24 09:50:00,below,2015-06-24 10:30:00,above,2015-06-24 10:35:00,below,2015-06-24 10:50:00,above,2015-06-24 11:00:00,below,2015-06-24 11:15:00,,,adr,odr,odr,rdr,rdr,rdr,rdr,rdr,rdr,
1535,2015-06-25,above,2015-06-24 22:15:00,below,2015-06-25 01:40:00,above,2015-06-25 03:05:00,below,2015-06-25 04:25:00,above,2015-06-25 04:30:00,below,2015-06-25 05:40:00,,,,,,,,,adr,adr,odr,odr,odr,odr,,,,
1536,2015-06-29,below,2015-06-29 01:25:00,above,2015-06-29 08:15:00,below,2015-06-29 08:55:00,,,,,,,,,,,,,,,adr,rdr_transition,rdr_transition,,,,,,,
1537,2015-07-01,above,2015-06-30 20:45:00,below,2015-07-01 09:35:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
1538,2015-07-02,above,2015-07-01 21:15:00,below,2015-07-02 04:15:00,above,2015-07-02 04:45:00,below,2015-07-02 05:05:00,above,2015-07-02 05:35:00,below,2015-07-02 14:30:00,,,,,,,,,adr,odr,odr,odr,odr,rdr,,,,
1539,2015-07-06,above,2015-07-05 20:40:00,below,2015-07-06 01:40:00,above,2015-07-06 03:20:00,below,2015-07-06 04:15:00,,,,,,,,,,,,,adr,adr,odr,odr,,,,,,
1540,2015-07-07,above,2015-07-06 20:45:00,below,2015-07-07 07:10:00,above,2015-07-07 15:35:00,,,,,,,,,,,,,,,adr,odr,rdr,,,,,,,
1541,2015-07-08,below,2015-07-07 20:55:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
1542,2015-07-09,below,2015-07-08 20:40:00,above,2015-07-08 22:05:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
1543,2015-07-13,below,2015-07-12 21:00:00,above,2015-07-13 06:15:00,below,2015-07-13 08:00:00,above,2015-07-13 09:05:00,below,2015-07-13 09:10:00,above,2015-07-13 10:20:00,,,,,,,,,adr,odr,rdr_transition,rdr_transition,rdr_transition,rdr,,,,
1544,2015-07-14,above,2015-07-14 00:00:00,below,2015-07-14 02:45:00,above,2015-07-14 07:25:00,,,,,,,,,,,,,,,adr,adr_transition,odr,,,,,,,
1545,2015-07-15,above,2015-07-14 21:10:00,below,2015-07-15 01:40:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
