,date,breakout_direction1,breakout_time1,breakout_direction2,breakout_time2,breakout_direction3,breakout_time3,breakout_direction4,breakout_time4,breakout_direction5,breakout_time5,breakout_direction6,breakout_time6,breakout_direction7,breakout_time7,breakout_direction8,breakout_time8,breakout_direction9,breakout_time9,breakout_direction10,breakout_time10
132,2008-08-21,below,2008-08-20 20:35:00,above,2008-08-21 14:30:00,below,2008-08-21 14:55:00,above,2008-08-21 15:40:00,below,2008-08-21 15:50:00,,,,,,,,,,
133,2008-08-25,above,2008-08-24 21:15:00,below,2008-08-25 03:00:00,above,2008-08-25 07:20:00,below,2008-08-25 08:35:00,,,,,,,,,,,,
134,2008-08-26,above,2008-08-25 21:05:00,below,2008-08-26 03:55:00,above,2008-08-26 04:55:00,below,2008-08-26 05:00:00,above,2008-08-26 05:25:00,below,2008-08-26 07:55:00,above,2008-08-26 09:40:00,below,2008-08-26 09:55:00,above,2008-08-26 10:00:00,below,2008-08-26 10:05:00
135,2008-08-27,below,2008-08-26 20:40:00,above,2008-08-26 22:25:00,below,2008-08-27 04:05:00,above,2008-08-27 08:30:00,below,2008-08-27 09:15:00,above,2008-08-27 09:35:00,below,2008-08-27 09:40:00,above,2008-08-27 10:05:00,,,,
136,2008-08-28,below,2008-08-27 21:10:00,above,2008-08-28 06:00:00,below,2008-08-28 06:05:00,above,2008-08-28 08:20:00,,,,,,,,,,,,
137,2008-09-01,below,2008-08-31 22:45:00,above,2008-09-01 07:05:00,below,2008-09-01 07:55:00,above,2008-09-01 08:05:00,below,2008-09-01 08:15:00,above,2008-09-01 10:20:00,,,,,,,,
138,2008-09-02,below,2008-09-01 20:55:00,above,2008-09-01 22:15:00,below,2008-09-02 00:15:00,above,2008-09-02 03:55:00,below,2008-09-02 12:40:00,above,2008-09-02 13:10:00,below,2008-09-02 13:20:00,,,,,,
139,2008-09-03,above,2008-09-02 21:00:00,below,2008-09-03 00:25:00,above,2008-09-03 03:15:00,below,2008-09-03 05:25:00,,,,,,,,,,,,
140,2008-09-04,below,2008-09-03 21:00:00,,,,,,,,,,,,,,,,,,
141,2008-09-08,above,2008-09-07 20:50:00,below,2008-09-08 03:25:00,above,2008-09-08 04:00:00,below,2008-09-08 07:30:00,,,,,,,,,,,,
142,2008-09-09,below,2008-09-08 20:50:00,above,2008-09-09 04:00:00,below,2008-09-09 11:10:00,,,,,,,,,,,,,,
143,2008-09-10,above,2008-09-09 21:00:00,below,2008-09-10 09:35:00,above,2008-09-10 09:40:00,below,2008-09-10 10:45:00,above,2008-09-10 11:30:00,,,,,,,,,,
144,2008-09-11,below,2008-09-10 20:55:00,above,2008-09-11 10:40:00,,,,,,,,,,,,,,,,
145,2008-09-15,below,2008-09-14 21:45:00,above,2008-09-15 09:40:00,below,2008-09-15 13:50:00,,,,,,,,,,,,,,
146,2008-09-16,below,2008-09-15 20:35:00,above,2008-09-16 02:15:00,below,2008-09-16 08:50:00,above,2008-09-16 10:20:00,below,2008-09-16 14:10:00,above,2008-09-16 14:35:00,,,,,,,,
147,2008-09-17,below,2008-09-17 01:10:00,,,,,,,,,,,,,,,,,,
148,2008-09-18,above,2008-09-17 20:45:00,below,2008-09-17 22:05:00,above,2008-09-18 02:35:00,below,2008-09-18 02:45:00,above,2008-09-18 03:00:00,below,2008-09-18 03:20:00,above,2008-09-18 03:35:00,below,2008-09-18 10:55:00,above,2008-09-18 15:00:00,,
149,2008-09-22,above,2008-09-21 21:45:00,below,2008-09-22 11:20:00,,,,,,,,,,,,,,,,
150,2008-09-23,above,2008-09-22 20:55:00,below,2008-09-23 04:55:00,above,2008-09-23 08:40:00,below,2008-09-23 12:40:00,above,2008-09-23 14:30:00,below,2008-09-23 15:35:00,,,,,,,,
151,2008-09-24,above,2008-09-23 21:05:00,below,2008-09-24 07:35:00,above,2008-09-24 08:25:00,below,2008-09-24 09:30:00,above,2008-09-24 10:40:00,below,2008-09-24 11:40:00,above,2008-09-24 13:05:00,below,2008-09-24 15:15:00,above,2008-09-24 15:55:00,,
152,2008-09-25,above,2008-09-24 21:25:00,,,,,,,,,,,,,,,,,,
153,2008-09-29,below,2008-09-28 21:50:00,,,,,,,,,,,,,,,,,,
154,2008-09-30,above,2008-09-29 20:45:00,,,,,,,,,,,,,,,,,,
155,2008-10-01,below,2008-09-30 21:00:00,,,,,,,,,,,,,,,,,,
156,2008-10-02,below,2008-10-01 20:55:00,above,2008-10-02 05:30:00,below,2008-10-02 06:45:00,,,,,,,,,,,,,,
157,2008-10-06,below,2008-10-05 21:45:00,,,,,,,,,,,,,,,,,,
158,2008-10-07,above,2008-10-06 21:30:00,below,2008-10-07 04:15:00,above,2008-10-07 05:10:00,below,2008-10-07 05:50:00,above,2008-10-07 06:15:00,below,2008-10-07 08:25:00,above,2008-10-07 09:00:00,below,2008-10-07 10:00:00,above,2008-10-07 10:25:00,below,2008-10-07 11:15:00
159,2008-10-08,above,2008-10-07 20:50:00,below,2008-10-08 01:20:00,above,2008-10-08 07:00:00,below,2008-10-08 08:40:00,above,2008-10-08 09:35:00,below,2008-10-08 10:45:00,above,2008-10-08 10:55:00,below,2008-10-08 12:05:00,above,2008-10-08 13:00:00,,
160,2008-10-09,below,2008-10-08 21:00:00,above,2008-10-08 22:55:00,below,2008-10-09 15:00:00,,,,,,,,,,,,,,
161,2008-10-13,below,2008-10-12 20:50:00,above,2008-10-13 01:05:00,,,,,,,,,,,,,,,,
162,2008-10-14,above,2008-10-14 01:50:00,below,2008-10-14 03:20:00,above,2008-10-14 06:55:00,below,2008-10-14 09:30:00,,,,,,,,,,,,
163,2008-10-15,above,2008-10-14 21:30:00,below,2008-10-15 07:40:00,,,,,,,,,,,,,,,,
164,2008-10-16,above,2008-10-15 20:55:00,below,2008-10-16 01:10:00,above,2008-10-16 03:00:00,below,2008-10-16 10:35:00,above,2008-10-16 10:45:00,below,2008-10-16 10:55:00,above,2008-10-16 11:40:00,,,,,,
165,2008-10-20,above,2008-10-19 20:50:00,below,2008-10-20 10:40:00,above,2008-10-20 12:15:00,below,2008-10-20 13:00:00,above,2008-10-20 13:25:00,,,,,,,,,,
166,2008-10-21,below,2008-10-20 22:25:00,above,2008-10-21 01:50:00,below,2008-10-21 02:00:00,above,2008-10-21 02:10:00,below,2008-10-21 02:35:00,,,,,,,,,,
167,2008-10-22,below,2008-10-22 00:00:00,,,,,,,,,,,,,,,,,,
168,2008-10-23,above,2008-10-22 21:25:00,below,2008-10-23 04:45:00,above,2008-10-23 10:40:00,below,2008-10-23 11:40:00,,,,,,,,,,,,
169,2008-10-27,above,2008-10-26 21:10:00,below,2008-10-26 22:30:00,above,2008-10-27 12:50:00,below,2008-10-27 14:55:00,,,,,,,,,,,,
170,2008-10-28,above,2008-10-27 22:20:00,,,,,,,,,,,,,,,,,,
171,2008-10-29,above,2008-10-28 21:45:00,below,2008-10-28 22:20:00,above,2008-10-29 06:55:00,below,2008-10-29 07:05:00,above,2008-10-29 07:30:00,below,2008-10-29 09:30:00,above,2008-10-29 10:05:00,below,2008-10-29 10:35:00,above,2008-10-29 11:50:00,,
172,2008-10-30,below,2008-10-29 20:35:00,above,2008-10-29 21:05:00,,,,,,,,,,,,,,,,
173,2008-11-03,above,2008-11-02 20:35:00,below,2008-11-03 03:20:00,above,2008-11-03 04:25:00,below,2008-11-03 06:05:00,above,2008-11-03 09:45:00,below,2008-11-03 10:40:00,above,2008-11-03 10:50:00,below,2008-11-03 11:20:00,above,2008-11-03 11:50:00,below,2008-11-03 14:00:00
174,2008-11-04,above,2008-11-03 22:25:00,,,,,,,,,,,,,,,,,,
175,2008-11-05,above,2008-11-04 21:45:00,below,2008-11-05 02:40:00,,,,,,,,,,,,,,,,
176,2008-11-06,above,2008-11-05 21:45:00,below,2008-11-05 23:35:00,above,2008-11-06 00:20:00,below,2008-11-06 00:45:00,above,2008-11-06 00:50:00,below,2008-11-06 02:30:00,above,2008-11-06 03:20:00,below,2008-11-06 04:50:00,above,2008-11-06 07:00:00,below,2008-11-06 07:45:00
177,2008-11-10,below,2008-11-09 22:20:00,above,2008-11-10 05:10:00,below,2008-11-10 09:00:00,,,,,,,,,,,,,,
178,2008-11-11,above,2008-11-10 21:05:00,below,2008-11-11 02:45:00,above,2008-11-11 03:10:00,below,2008-11-11 03:45:00,,,,,,,,,,,,
179,2008-11-12,above,2008-11-11 20:35:00,below,2008-11-12 03:45:00,,,,,,,,,,,,,,,,
180,2008-11-13,below,2008-11-12 23:25:00,above,2008-11-13 00:45:00,below,2008-11-13 06:15:00,above,2008-11-13 06:40:00,below,2008-11-13 12:20:00,above,2008-11-13 13:40:00,,,,,,,,
181,2008-11-17,above,2008-11-16 20:35:00,,,,,,,,,,,,,,,,,,
182,2008-11-18,below,2008-11-17 22:35:00,above,2008-11-18 08:40:00,below,2008-11-18 10:00:00,above,2008-11-18 10:15:00,below,2008-11-18 11:00:00,above,2008-11-18 11:50:00,below,2008-11-18 12:25:00,,,,,,
183,2008-11-19,below,2008-11-18 21:30:00,above,2008-11-19 00:45:00,below,2008-11-19 03:00:00,above,2008-11-19 10:05:00,below,2008-11-19 10:35:00,,,,,,,,,,
184,2008-11-20,above,2008-11-19 20:50:00,below,2008-11-19 23:40:00,above,2008-11-20 10:50:00,below,2008-11-20 12:00:00,above,2008-11-20 12:25:00,below,2008-11-20 13:35:00,above,2008-11-20 13:55:00,below,2008-11-20 14:15:00,,,,
185,2008-11-24,below,2008-11-23 20:45:00,above,2008-11-23 23:30:00,below,2008-11-24 03:00:00,above,2008-11-24 04:20:00,,,,,,,,,,,,
186,2008-11-25,above,2008-11-24 22:00:00,below,2008-11-24 22:40:00,above,2008-11-25 06:40:00,below,2008-11-25 08:00:00,above,2008-11-25 08:15:00,below,2008-11-25 10:20:00,above,2008-11-25 15:40:00,,,,,,
187,2008-11-26,below,2008-11-26 00:15:00,above,2008-11-26 02:40:00,below,2008-11-26 03:05:00,above,2008-11-26 03:50:00,below,2008-11-26 05:00:00,above,2008-11-26 09:45:00,,,,,,,,
188,2008-11-27,below,2008-11-26 20:40:00,above,2008-11-27 03:40:00,below,2008-11-27 07:25:00,above,2008-11-27 10:30:00,,,,,,,,,,,,
189,2008-12-01,above,2008-11-30 20:40:00,below,2008-12-01 03:20:00,,,,,,,,,,,,,,,,
190,2008-12-02,above,2008-12-01 20:40:00,below,2008-12-02 03:15:00,above,2008-12-02 03:40:00,,,,,,,,,,,,,,
191,2008-12-03,below,2008-12-02 22:15:00,above,2008-12-03 10:30:00,below,2008-12-03 13:50:00,above,2008-12-03 14:20:00,,,,,,,,,,,,
192,2008-12-04,below,2008-12-03 21:25:00,above,2008-12-04 03:35:00,below,2008-12-04 08:05:00,above,2008-12-04 09:40:00,below,2008-12-04 10:10:00,above,2008-12-04 10:20:00,below,2008-12-04 12:10:00,above,2008-12-04 14:35:00,below,2008-12-04 14:40:00,,
193,2008-12-08,above,2008-12-07 20:35:00,,,,,,,,,,,,,,,,,,
194,2008-12-09,below,2008-12-08 20:55:00,above,2008-12-09 04:20:00,below,2008-12-09 08:50:00,above,2008-12-09 09:35:00,,,,,,,,,,,,
195,2008-12-10,above,2008-12-09 20:35:00,below,2008-12-10 09:35:00,above,2008-12-10 10:10:00,below,2008-12-10 10:50:00,above,2008-12-10 11:00:00,below,2008-12-10 13:50:00,above,2008-12-10 15:25:00,below,2008-12-10 15:30:00,above,2008-12-10 15:45:00,below,2008-12-10 15:55:00
196,2008-12-11,below,2008-12-11 03:15:00,above,2008-12-11 05:25:00,below,2008-12-11 08:30:00,above,2008-12-11 10:20:00,below,2008-12-11 14:20:00,,,,,,,,,,
197,2008-12-15,below,2008-12-14 21:05:00,above,2008-12-14 23:40:00,below,2008-12-15 02:05:00,,,,,,,,,,,,,,
198,2008-12-16,above,2008-12-15 20:45:00,,,,,,,,,,,,,,,,,,
199,2008-12-17,below,2008-12-16 20:50:00,above,2008-12-17 13:35:00,below,2008-12-17 14:20:00,,,,,,,,,,,,,,
200,2008-12-18,above,2008-12-18 01:25:00,below,2008-12-18 07:05:00,above,2008-12-18 08:30:00,below,2008-12-18 09:30:00,above,2008-12-18 09:35:00,below,2008-12-18 09:45:00,above,2008-12-18 10:30:00,below,2008-12-18 13:40:00,,,,
201,2008-12-22,below,2008-12-21 22:05:00,,,,,,,,,,,,,,,,,,
202,2008-12-23,above,2008-12-22 20:50:00,below,2008-12-22 21:45:00,above,2008-12-23 03:05:00,below,2008-12-23 03:45:00,above,2008-12-23 04:50:00,below,2008-12-23 06:20:00,above,2008-12-23 09:50:00,below,2008-12-23 11:25:00,,,,
203,2008-12-29,below,2008-12-28 20:45:00,above,2008-12-29 02:55:00,below,2008-12-29 09:55:00,,,,,,,,,,,,,,
204,2008-12-30,above,2008-12-29 22:05:00,,,,,,,,,,,,,,,,,,
205,2009-01-05,below,2009-01-04 21:10:00,above,2009-01-05 02:50:00,below,2009-01-05 05:25:00,above,2009-01-05 06:10:00,below,2009-01-05 08:10:00,above,2009-01-05 09:25:00,below,2009-01-05 09:50:00,above,2009-01-05 10:20:00,,,,
206,2009-01-06,above,2009-01-05 20:35:00,,,,,,,,,,,,,,,,,,
207,2009-01-07,below,2009-01-06 21:30:00,,,,,,,,,,,,,,,,,,
208,2009-01-08,above,2009-01-07 20:40:00,below,2009-01-08 00:05:00,above,2009-01-08 04:15:00,below,2009-01-08 05:20:00,above,2009-01-08 06:30:00,below,2009-01-08 07:30:00,above,2009-01-08 14:15:00,below,2009-01-08 14:30:00,above,2009-01-08 14:40:00,,
209,2009-01-12,above,2009-01-11 20:40:00,below,2009-01-11 23:05:00,above,2009-01-12 02:10:00,below,2009-01-12 09:40:00,,,,,,,,,,,,
210,2009-01-13,above,2009-01-12 20:35:00,below,2009-01-13 02:50:00,above,2009-01-13 09:45:00,below,2009-01-13 10:30:00,above,2009-01-13 10:50:00,below,2009-01-13 11:15:00,,,,,,,,
211,2009-01-14,above,2009-01-13 22:30:00,below,2009-01-14 03:35:00,,,,,,,,,,,,,,,,
212,2009-01-15,above,2009-01-15 02:35:00,below,2009-01-15 03:15:00,above,2009-01-15 06:55:00,below,2009-01-15 10:15:00,above,2009-01-15 11:30:00,below,2009-01-15 12:25:00,above,2009-01-15 13:00:00,,,,,,
213,2009-01-19,below,2009-01-18 20:45:00,,,,,,,,,,,,,,,,,,
214,2009-01-20,above,2009-01-20 01:30:00,below,2009-01-20 09:45:00,,,,,,,,,,,,,,,,
215,2009-01-21,above,2009-01-20 21:00:00,below,2009-01-21 04:20:00,above,2009-01-21 05:45:00,below,2009-01-21 10:55:00,above,2009-01-21 12:05:00,,,,,,,,,,
216,2009-01-22,above,2009-01-21 20:35:00,below,2009-01-22 02:55:00,above,2009-01-22 03:45:00,below,2009-01-22 05:15:00,,,,,,,,,,,,
217,2009-01-26,above,2009-01-25 20:35:00,below,2009-01-26 00:50:00,above,2009-01-26 03:15:00,,,,,,,,,,,,,,
218,2009-01-27,above,2009-01-26 20:45:00,below,2009-01-27 05:20:00,above,2009-01-27 06:05:00,below,2009-01-27 06:10:00,above,2009-01-27 08:20:00,below,2009-01-27 09:25:00,above,2009-01-27 09:30:00,below,2009-01-27 10:45:00,above,2009-01-27 10:55:00,,
219,2009-01-28,above,2009-01-27 21:05:00,,,,,,,,,,,,,,,,,,
220,2009-01-29,above,2009-01-28 20:35:00,below,2009-01-28 21:40:00,above,2009-01-29 07:30:00,below,2009-01-29 07:45:00,,,,,,,,,,,,
221,2009-02-02,above,2009-02-01 21:00:00,below,2009-02-01 22:55:00,above,2009-02-02 10:05:00,below,2009-02-02 14:35:00,above,2009-02-02 14:40:00,,,,,,,,,,
222,2009-02-03,above,2009-02-02 20:40:00,below,2009-02-03 00:50:00,above,2009-02-03 03:15:00,below,2009-02-03 05:15:00,above,2009-02-03 07:20:00,below,2009-02-03 09:35:00,above,2009-02-03 10:40:00,,,,,,
223,2009-02-04,below,2009-02-03 22:15:00,above,2009-02-03 23:50:00,below,2009-02-04 00:30:00,above,2009-02-04 04:50:00,below,2009-02-04 06:00:00,above,2009-02-04 08:30:00,,,,,,,,
224,2009-02-05,above,2009-02-04 22:25:00,below,2009-02-05 00:00:00,above,2009-02-05 02:40:00,below,2009-02-05 02:55:00,above,2009-02-05 03:00:00,,,,,,,,,,
225,2009-02-09,below,2009-02-08 20:45:00,above,2009-02-09 04:50:00,,,,,,,,,,,,,,,,
226,2009-02-10,above,2009-02-09 21:45:00,below,2009-02-10 11:05:00,,,,,,,,,,,,,,,,
227,2009-02-11,below,2009-02-11 03:05:00,above,2009-02-11 03:55:00,below,2009-02-11 06:55:00,,,,,,,,,,,,,,
228,2009-02-12,below,2009-02-11 20:35:00,above,2009-02-12 11:40:00,below,2009-02-12 13:15:00,above,2009-02-12 15:25:00,,,,,,,,,,,,
229,2009-02-16,above,2009-02-15 20:35:00,below,2009-02-15 21:45:00,above,2009-02-16 02:10:00,below,2009-02-16 03:35:00,above,2009-02-16 04:30:00,below,2009-02-16 09:55:00,,,,,,,,
230,2009-02-17,below,2009-02-16 20:35:00,,,,,,,,,,,,,,,,,,
231,2009-02-18,above,2009-02-17 20:50:00,below,2009-02-17 21:35:00,above,2009-02-18 01:35:00,below,2009-02-18 03:15:00,above,2009-02-18 03:30:00,below,2009-02-18 03:55:00,above,2009-02-18 08:35:00,below,2009-02-18 09:50:00,above,2009-02-18 11:15:00,below,2009-02-18 13:35:00
232,2009-02-19,above,2009-02-18 22:20:00,below,2009-02-19 11:40:00,above,2009-02-19 13:15:00,below,2009-02-19 13:55:00,,,,,,,,,,,,
233,2009-02-23,above,2009-02-22 20:35:00,below,2009-02-23 09:45:00,,,,,,,,,,,,,,,,
234,2009-02-24,below,2009-02-23 21:45:00,above,2009-02-23 23:20:00,below,2009-02-24 04:45:00,above,2009-02-24 06:00:00,,,,,,,,,,,,
235,2009-02-25,below,2009-02-24 20:50:00,above,2009-02-25 02:35:00,below,2009-02-25 03:10:00,above,2009-02-25 04:55:00,below,2009-02-25 06:35:00,above,2009-02-25 13:50:00,below,2009-02-25 14:00:00,above,2009-02-25 14:50:00,below,2009-02-25 15:55:00,,
236,2009-02-26,below,2009-02-25 21:20:00,above,2009-02-26 03:15:00,below,2009-02-26 05:45:00,above,2009-02-26 06:30:00,below,2009-02-26 09:35:00,above,2009-02-26 10:00:00,below,2009-02-26 11:40:00,,,,,,
237,2009-03-02,below,2009-03-01 21:20:00,above,2009-03-02 09:45:00,below,2009-03-02 10:10:00,,,,,,,,,,,,,,
238,2009-03-03,above,2009-03-02 20:40:00,below,2009-03-03 05:25:00,above,2009-03-03 07:15:00,below,2009-03-03 10:10:00,above,2009-03-03 14:10:00,below,2009-03-03 15:20:00,,,,,,,,
239,2009-03-04,above,2009-03-03 20:55:00,,,,,,,,,,,,,,,,,,
240,2009-03-05,below,2009-03-04 21:05:00,,,,,,,,,,,,,,,,,,
241,2009-03-09,below,2009-03-08 21:25:00,above,2009-03-09 10:10:00,below,2009-03-09 10:25:00,,,,,,,,,,,,,,
242,2009-03-10,above,2009-03-09 20:55:00,below,2009-03-09 22:30:00,above,2009-03-09 22:50:00,,,,,,,,,,,,,,
243,2009-03-11,above,2009-03-10 21:25:00,below,2009-03-11 03:15:00,above,2009-03-11 05:50:00,,,,,,,,,,,,,,
244,2009-03-12,below,2009-03-11 21:45:00,above,2009-03-12 04:20:00,below,2009-03-12 04:30:00,above,2009-03-12 09:15:00,below,2009-03-12 09:45:00,above,2009-03-12 10:05:00,,,,,,,,
245,2009-03-16,above,2009-03-15 20:40:00,below,2009-03-16 00:15:00,above,2009-03-16 02:45:00,below,2009-03-16 10:10:00,above,2009-03-16 11:25:00,below,2009-03-16 14:55:00,,,,,,,,
246,2009-03-17,above,2009-03-16 20:45:00,below,2009-03-16 23:15:00,above,2009-03-16 23:55:00,below,2009-03-17 08:05:00,above,2009-03-17 08:30:00,,,,,,,,,,
247,2009-03-18,below,2009-03-17 20:50:00,above,2009-03-18 03:15:00,below,2009-03-18 03:35:00,above,2009-03-18 04:25:00,below,2009-03-18 05:00:00,above,2009-03-18 07:15:00,below,2009-03-18 07:55:00,above,2009-03-18 09:40:00,below,2009-03-18 09:50:00,above,2009-03-18 10:00:00
248,2009-03-19,below,2009-03-18 21:35:00,above,2009-03-19 07:15:00,below,2009-03-19 09:55:00,above,2009-03-19 10:15:00,below,2009-03-19 11:00:00,,,,,,,,,,
249,2009-03-23,above,2009-03-22 20:50:00,,,,,,,,,,,,,,,,,,
250,2009-03-24,above,2009-03-23 20:40:00,below,2009-03-23 21:10:00,above,2009-03-24 13:10:00,below,2009-03-24 13:30:00,,,,,,,,,,,,
251,2009-03-25,below,2009-03-24 21:10:00,above,2009-03-24 22:35:00,below,2009-03-25 03:15:00,above,2009-03-25 04:05:00,below,2009-03-25 13:15:00,,,,,,,,,,
252,2009-03-26,above,2009-03-25 21:00:00,,,,,,,,,,,,,,,,,,
253,2009-03-30,below,2009-03-29 21:05:00,,,,,,,,,,,,,,,,,,
254,2009-03-31,above,2009-03-30 20:45:00,below,2009-03-31 01:45:00,above,2009-03-31 02:35:00,,,,,,,,,,,,,,
255,2009-04-01,above,2009-04-01 02:45:00,below,2009-04-01 09:30:00,above,2009-04-01 10:15:00,,,,,,,,,,,,,,
256,2009-04-02,above,2009-04-01 20:40:00,,,,,,,,,,,,,,,,,,
257,2009-04-06,below,2009-04-05 20:50:00,above,2009-04-05 22:15:00,below,2009-04-06 02:00:00,above,2009-04-06 04:10:00,below,2009-04-06 07:05:00,,,,,,,,,,
258,2009-04-07,below,2009-04-06 23:05:00,above,2009-04-07 00:35:00,below,2009-04-07 04:10:00,,,,,,,,,,,,,,
259,2009-04-08,below,2009-04-07 20:40:00,above,2009-04-08 08:10:00,,,,,,,,,,,,,,,,
260,2009-04-13,below,2009-04-12 23:25:00,above,2009-04-13 13:50:00,,,,,,,,,,,,,,,,
261,2009-04-14,below,2009-04-13 20:40:00,above,2009-04-14 05:30:00,below,2009-04-14 08:40:00,above,2009-04-14 10:40:00,below,2009-04-14 11:15:00,,,,,,,,,,
262,2009-04-15,below,2009-04-15 00:05:00,above,2009-04-15 03:15:00,below,2009-04-15 09:45:00,above,2009-04-15 10:00:00,below,2009-04-15 10:50:00,above,2009-04-15 13:00:00,below,2009-04-15 14:15:00,above,2009-04-15 15:45:00,,,,
263,2009-04-16,below,2009-04-15 22:05:00,above,2009-04-16 08:30:00,,,,,,,,,,,,,,,,
264,2009-04-20,below,2009-04-19 20:40:00,above,2009-04-20 03:20:00,below,2009-04-20 03:55:00,,,,,,,,,,,,,,
265,2009-04-21,above,2009-04-20 20:50:00,below,2009-04-21 06:45:00,above,2009-04-21 09:35:00,,,,,,,,,,,,,,
266,2009-04-22,below,2009-04-21 21:15:00,above,2009-04-22 09:35:00,,,,,,,,,,,,,,,,
267,2009-04-23,below,2009-04-22 20:40:00,above,2009-04-23 01:50:00,below,2009-04-23 09:55:00,above,2009-04-23 10:20:00,below,2009-04-23 10:50:00,above,2009-04-23 13:05:00,below,2009-04-23 14:20:00,above,2009-04-23 14:30:00,below,2009-04-23 15:10:00,above,2009-04-23 15:40:00
268,2009-04-27,below,2009-04-26 23:20:00,above,2009-04-27 09:30:00,,,,,,,,,,,,,,,,
269,2009-04-28,below,2009-04-27 22:30:00,above,2009-04-28 10:35:00,below,2009-04-28 13:40:00,above,2009-04-28 14:35:00,below,2009-04-28 15:15:00,,,,,,,,,,
270,2009-04-29,above,2009-04-28 20:35:00,,,,,,,,,,,,,,,,,,
271,2009-04-30,above,2009-04-29 20:50:00,,,,,,,,,,,,,,,,,,
272,2009-05-04,above,2009-05-03 21:40:00,,,,,,,,,,,,,,,,,,
273,2009-05-05,below,2009-05-04 20:40:00,,,,,,,,,,,,,,,,,,
274,2009-05-06,below,2009-05-05 21:25:00,above,2009-05-06 08:15:00,below,2009-05-06 10:00:00,,,,,,,,,,,,,,
275,2009-05-07,below,2009-05-06 20:40:00,above,2009-05-07 04:20:00,below,2009-05-07 09:45:00,,,,,,,,,,,,,,
276,2009-05-11,below,2009-05-10 20:35:00,above,2009-05-11 10:10:00,,,,,,,,,,,,,,,,
277,2009-05-12,above,2009-05-11 20:40:00,below,2009-05-11 21:00:00,above,2009-05-12 00:35:00,below,2009-05-12 01:45:00,above,2009-05-12 02:10:00,below,2009-05-12 09:35:00,,,,,,,,
278,2009-05-13,below,2009-05-12 21:10:00,above,2009-05-13 00:20:00,below,2009-05-13 03:00:00,,,,,,,,,,,,,,
279,2009-05-14,above,2009-05-14 03:00:00,below,2009-05-14 03:20:00,above,2009-05-14 04:40:00,below,2009-05-14 07:15:00,above,2009-05-14 07:50:00,,,,,,,,,,
280,2009-05-18,below,2009-05-17 20:35:00,above,2009-05-18 04:55:00,,,,,,,,,,,,,,,,
281,2009-05-19,below,2009-05-18 20:35:00,above,2009-05-19 00:05:00,below,2009-05-19 00:45:00,above,2009-05-19 01:50:00,below,2009-05-19 03:40:00,above,2009-05-19 04:00:00,below,2009-05-19 08:30:00,above,2009-05-19 09:35:00,below,2009-05-19 09:50:00,above,2009-05-19 10:25:00
282,2009-05-20,below,2009-05-19 20:35:00,above,2009-05-20 02:25:00,,,,,,,,,,,,,,,,
283,2009-05-21,below,2009-05-20 21:20:00,,,,,,,,,,,,,,,,,,
284,2009-05-25,below,2009-05-24 22:05:00,,,,,,,,,,,,,,,,,,
285,2009-05-26,below,2009-05-25 20:35:00,above,2009-05-26 09:30:00,,,,,,,,,,,,,,,,
286,2009-05-27,below,2009-05-26 20:35:00,above,2009-05-27 03:10:00,below,2009-05-27 07:30:00,above,2009-05-27 09:50:00,below,2009-05-27 14:00:00,,,,,,,,,,
287,2009-05-28,above,2009-05-27 21:45:00,below,2009-05-28 10:05:00,above,2009-05-28 11:00:00,,,,,,,,,,,,,,
288,2009-06-01,above,2009-05-31 21:10:00,,,,,,,,,,,,,,,,,,
289,2009-06-02,below,2009-06-01 22:00:00,above,2009-06-02 05:55:00,below,2009-06-02 08:35:00,above,2009-06-02 09:35:00,,,,,,,,,,,,
290,2009-06-03,below,2009-06-02 21:40:00,above,2009-06-02 23:25:00,below,2009-06-03 03:55:00,,,,,,,,,,,,,,
291,2009-06-04,above,2009-06-03 21:00:00,below,2009-06-04 00:25:00,above,2009-06-04 02:35:00,,,,,,,,,,,,,,
292,2009-06-08,below,2009-06-07 21:55:00,above,2009-06-07 23:45:00,below,2009-06-08 02:30:00,above,2009-06-08 15:30:00,,,,,,,,,,,,
293,2009-06-09,above,2009-06-08 20:35:00,below,2009-06-08 22:30:00,above,2009-06-09 07:45:00,below,2009-06-09 10:25:00,above,2009-06-09 12:25:00,,,,,,,,,,
294,2009-06-10,above,2009-06-09 20:40:00,below,2009-06-10 09:45:00,,,,,,,,,,,,,,,,
295,2009-06-11,above,2009-06-10 20:35:00,below,2009-06-11 03:25:00,above,2009-06-11 04:40:00,below,2009-06-11 08:10:00,above,2009-06-11 09:45:00,below,2009-06-11 12:10:00,above,2009-06-11 12:40:00,below,2009-06-11 15:55:00,,,,
296,2009-06-15,below,2009-06-14 20:35:00,,,,,,,,,,,,,,,,,,
297,2009-06-16,above,2009-06-15 22:10:00,below,2009-06-15 23:05:00,above,2009-06-16 02:50:00,below,2009-06-16 12:35:00,,,,,,,,,,,,
298,2009-06-17,above,2009-06-16 20:35:00,below,2009-06-17 09:45:00,above,2009-06-17 10:05:00,below,2009-06-17 10:35:00,above,2009-06-17 11:00:00,,,,,,,,,,
299,2009-06-18,above,2009-06-17 21:05:00,below,2009-06-17 23:25:00,above,2009-06-18 02:25:00,below,2009-06-18 03:50:00,above,2009-06-18 10:00:00,below,2009-06-18 10:40:00,above,2009-06-18 12:45:00,below,2009-06-18 15:55:00,,,,
