,date,breakout_direction1,breakout_time1,breakout_direction2,breakout_time2,breakout_direction3,breakout_time3,breakout_direction4,breakout_time4,breakout_direction5,breakout_time5,breakout_direction6,breakout_time6,breakout_direction7,breakout_time7,breakout_direction8,breakout_time8,breakout_direction9,breakout_time9,breakout_direction10,breakout_time10
1354,2014-08-06,below,2014-08-05 20:45:00,above,2014-08-06 03:15:00,below,2014-08-06 04:40:00,above,2014-08-06 10:55:00,below,2014-08-06 13:45:00,above,2014-08-06 14:40:00,below,2014-08-06 14:55:00,,,,,,
1355,2014-08-07,above,2014-08-06 20:45:00,below,2014-08-06 21:50:00,above,2014-08-07 01:20:00,below,2014-08-07 03:00:00,above,2014-08-07 04:25:00,below,2014-08-07 11:10:00,above,2014-08-07 11:20:00,below,2014-08-07 11:45:00,,,,
1356,2014-08-11,below,2014-08-10 21:10:00,above,2014-08-10 22:50:00,,,,,,,,,,,,,,,,
1357,2014-08-12,above,2014-08-11 20:35:00,below,2014-08-12 07:50:00,above,2014-08-12 09:45:00,below,2014-08-12 09:50:00,,,,,,,,,,,,
1358,2014-08-13,above,2014-08-12 22:30:00,below,2014-08-12 23:00:00,above,2014-08-13 01:50:00,,,,,,,,,,,,,,
1359,2014-08-14,above,2014-08-13 22:00:00,below,2014-08-14 02:35:00,above,2014-08-14 06:00:00,,,,,,,,,,,,,,
1360,2014-08-18,below,2014-08-17 22:00:00,above,2014-08-18 02:05:00,,,,,,,,,,,,,,,,
1361,2014-08-19,above,2014-08-18 21:55:00,,,,,,,,,,,,,,,,,,
1362,2014-08-20,below,2014-08-19 21:15:00,above,2014-08-20 06:30:00,below,2014-08-20 08:10:00,above,2014-08-20 09:25:00,below,2014-08-20 14:10:00,above,2014-08-20 14:15:00,,,,,,,,
1363,2014-08-21,below,2014-08-20 21:50:00,above,2014-08-21 04:45:00,below,2014-08-21 10:05:00,above,2014-08-21 10:30:00,,,,,,,,,,,,
1364,2014-08-25,above,2014-08-24 22:00:00,,,,,,,,,,,,,,,,,,
1365,2014-08-26,below,2014-08-25 20:50:00,above,2014-08-26 04:25:00,below,2014-08-26 05:25:00,above,2014-08-26 06:10:00,below,2014-08-26 10:00:00,above,2014-08-26 10:25:00,,,,,,,,
1366,2014-08-27,below,2014-08-27 00:25:00,above,2014-08-27 01:50:00,below,2014-08-27 08:40:00,above,2014-08-27 14:10:00,below,2014-08-27 14:40:00,,,,,,,,,,
1367,2014-08-28,above,2014-08-27 21:15:00,below,2014-08-28 01:45:00,,,,,,,,,,,,,,,,
1368,2014-09-01,above,2014-08-31 20:45:00,below,2014-09-01 03:05:00,above,2014-09-01 03:45:00,below,2014-09-01 04:20:00,above,2014-09-01 06:20:00,,,,,,,,,,
1369,2014-09-02,above,2014-09-01 21:05:00,below,2014-09-02 12:55:00,above,2014-09-02 13:55:00,,,,,,,,,,,,,,
1370,2014-09-03,above,2014-09-02 22:00:00,below,2014-09-03 10:20:00,,,,,,,,,,,,,,,,
1371,2014-09-04,above,2014-09-03 21:45:00,below,2014-09-04 04:35:00,above,2014-09-04 06:35:00,below,2014-09-04 15:05:00,,,,,,,,,,,,
1372,2014-09-08,below,2014-09-07 22:10:00,above,2014-09-08 09:30:00,below,2014-09-08 13:30:00,above,2014-09-08 15:00:00,,,,,,,,,,,,
1373,2014-09-09,below,2014-09-08 20:55:00,above,2014-09-09 03:15:00,below,2014-09-09 04:05:00,above,2014-09-09 05:55:00,below,2014-09-09 09:05:00,above,2014-09-09 09:25:00,below,2014-09-09 09:30:00,above,2014-09-09 13:45:00,below,2014-09-09 14:20:00,,
1374,2014-09-10,above,2014-09-09 20:55:00,below,2014-09-09 22:45:00,above,2014-09-10 03:05:00,below,2014-09-10 03:25:00,above,2014-09-10 05:05:00,below,2014-09-10 10:00:00,above,2014-09-10 10:05:00,below,2014-09-10 10:15:00,above,2014-09-10 10:40:00,,
1375,2014-09-11,below,2014-09-10 21:55:00,above,2014-09-11 00:20:00,below,2014-09-11 03:40:00,,,,,,,,,,,,,,
1376,2014-09-15,above,2014-09-14 21:40:00,below,2014-09-15 09:40:00,,,,,,,,,,,,,,,,
1377,2014-09-16,below,2014-09-15 21:45:00,above,2014-09-16 10:10:00,below,2014-09-16 10:40:00,above,2014-09-16 11:25:00,,,,,,,,,,,,
1378,2014-09-17,below,2014-09-16 20:45:00,above,2014-09-17 08:30:00,below,2014-09-17 10:35:00,above,2014-09-17 11:05:00,below,2014-09-17 12:20:00,above,2014-09-17 13:50:00,below,2014-09-17 14:00:00,above,2014-09-17 14:10:00,,,,
1379,2014-09-18,below,2014-09-17 20:45:00,above,2014-09-18 04:05:00,,,,,,,,,,,,,,,,
1380,2014-09-22,below,2014-09-21 21:00:00,,,,,,,,,,,,,,,,,,
1381,2014-09-23,above,2014-09-22 21:45:00,below,2014-09-23 03:05:00,above,2014-09-23 09:45:00,below,2014-09-23 13:05:00,above,2014-09-23 13:25:00,below,2014-09-23 13:55:00,above,2014-09-23 15:25:00,below,2014-09-23 15:55:00,,,,
1382,2014-09-24,above,2014-09-23 21:10:00,,,,,,,,,,,,,,,,,,
1383,2014-09-25,below,2014-09-24 20:40:00,above,2014-09-25 04:35:00,below,2014-09-25 04:50:00,,,,,,,,,,,,,,
1384,2014-09-29,above,2014-09-28 21:15:00,below,2014-09-28 23:40:00,above,2014-09-29 11:10:00,below,2014-09-29 12:10:00,above,2014-09-29 15:10:00,,,,,,,,,,
1385,2014-09-30,above,2014-09-29 21:30:00,below,2014-09-30 10:00:00,above,2014-09-30 10:10:00,below,2014-09-30 14:20:00,above,2014-09-30 14:25:00,,,,,,,,,,
1386,2014-10-01,above,2014-09-30 21:50:00,below,2014-10-01 09:35:00,,,,,,,,,,,,,,,,
1387,2014-10-02,above,2014-10-01 21:30:00,below,2014-10-01 22:20:00,above,2014-10-01 23:20:00,below,2014-10-02 02:10:00,above,2014-10-02 07:10:00,below,2014-10-02 09:00:00,above,2014-10-02 14:10:00,below,2014-10-02 14:20:00,above,2014-10-02 14:50:00,below,2014-10-02 15:15:00
1388,2014-10-06,above,2014-10-05 21:40:00,below,2014-10-06 10:45:00,,,,,,,,,,,,,,,,
1389,2014-10-07,above,2014-10-06 21:55:00,below,2014-10-07 02:20:00,,,,,,,,,,,,,,,,
1390,2014-10-08,above,2014-10-07 21:05:00,below,2014-10-08 04:45:00,above,2014-10-08 06:50:00,below,2014-10-08 09:30:00,above,2014-10-08 09:40:00,below,2014-10-08 09:50:00,above,2014-10-08 11:55:00,,,,,,
1391,2014-10-09,above,2014-10-08 20:55:00,below,2014-10-09 07:35:00,,,,,,,,,,,,,,,,
1392,2014-10-13,below,2014-10-12 23:25:00,above,2014-10-13 04:10:00,below,2014-10-13 10:15:00,above,2014-10-13 11:00:00,below,2014-10-13 15:30:00,,,,,,,,,,
1393,2014-10-14,above,2014-10-13 20:35:00,below,2014-10-14 05:10:00,above,2014-10-14 08:00:00,below,2014-10-14 10:20:00,above,2014-10-14 10:35:00,below,2014-10-14 15:05:00,above,2014-10-14 15:35:00,,,,,,
1394,2014-10-15,below,2014-10-14 20:35:00,,,,,,,,,,,,,,,,,,
1395,2014-10-16,above,2014-10-15 21:30:00,below,2014-10-16 04:50:00,above,2014-10-16 11:20:00,below,2014-10-16 11:45:00,above,2014-10-16 12:55:00,below,2014-10-16 15:00:00,above,2014-10-16 15:10:00,,,,,,
1396,2014-10-20,above,2014-10-19 23:45:00,below,2014-10-20 03:00:00,above,2014-10-20 10:20:00,,,,,,,,,,,,,,
1397,2014-10-21,below,2014-10-20 21:25:00,above,2014-10-21 04:45:00,,,,,,,,,,,,,,,,
1398,2014-10-22,above,2014-10-22 01:00:00,below,2014-10-22 04:10:00,above,2014-10-22 07:05:00,below,2014-10-22 09:30:00,above,2014-10-22 09:50:00,below,2014-10-22 10:05:00,above,2014-10-22 10:30:00,below,2014-10-22 12:10:00,,,,
1399,2014-10-23,below,2014-10-22 20:45:00,above,2014-10-23 02:50:00,below,2014-10-23 03:10:00,above,2014-10-23 03:35:00,,,,,,,,,,,,
1400,2014-10-27,below,2014-10-26 21:30:00,above,2014-10-27 03:05:00,below,2014-10-27 04:35:00,,,,,,,,,,,,,,
1401,2014-10-28,below,2014-10-27 22:10:00,above,2014-10-28 00:15:00,,,,,,,,,,,,,,,,
1402,2014-10-29,above,2014-10-28 21:00:00,below,2014-10-29 13:40:00,above,2014-10-29 15:30:00,,,,,,,,,,,,,,
1403,2014-10-30,above,2014-10-29 20:45:00,below,2014-10-30 05:15:00,above,2014-10-30 09:30:00,below,2014-10-30 09:55:00,above,2014-10-30 11:45:00,,,,,,,,,,
1404,2014-11-03,below,2014-11-02 20:55:00,above,2014-11-03 08:50:00,,,,,,,,,,,,,,,,
1405,2014-11-04,above,2014-11-03 21:05:00,below,2014-11-04 07:55:00,above,2014-11-04 09:50:00,below,2014-11-04 10:25:00,above,2014-11-04 15:20:00,below,2014-11-04 15:35:00,,,,,,,,
1406,2014-11-05,above,2014-11-04 21:15:00,below,2014-11-05 10:30:00,above,2014-11-05 10:55:00,below,2014-11-05 13:35:00,above,2014-11-05 15:55:00,,,,,,,,,,
1407,2014-11-06,above,2014-11-05 21:55:00,below,2014-11-05 23:00:00,above,2014-11-06 06:05:00,below,2014-11-06 07:15:00,above,2014-11-06 08:30:00,below,2014-11-06 10:15:00,above,2014-11-06 11:00:00,,,,,,
1408,2014-11-10,below,2014-11-10 02:35:00,above,2014-11-10 05:25:00,below,2014-11-10 09:40:00,above,2014-11-10 10:05:00,,,,,,,,,,,,
1409,2014-11-11,above,2014-11-10 22:35:00,below,2014-11-11 09:40:00,above,2014-11-11 10:20:00,,,,,,,,,,,,,,
1410,2014-11-12,below,2014-11-11 21:15:00,above,2014-11-11 23:00:00,below,2014-11-11 23:55:00,above,2014-11-12 10:20:00,below,2014-11-12 10:25:00,above,2014-11-12 11:30:00,,,,,,,,
1411,2014-11-13,above,2014-11-12 20:40:00,,,,,,,,,,,,,,,,,,
1412,2014-11-17,below,2014-11-16 21:10:00,above,2014-11-17 03:20:00,below,2014-11-17 04:25:00,above,2014-11-17 05:30:00,below,2014-11-17 11:00:00,above,2014-11-17 12:45:00,,,,,,,,
1413,2014-11-18,below,2014-11-17 20:45:00,above,2014-11-18 01:20:00,below,2014-11-18 03:50:00,above,2014-11-18 04:55:00,below,2014-11-18 05:25:00,above,2014-11-18 07:45:00,below,2014-11-18 08:30:00,above,2014-11-18 08:40:00,,,,
1414,2014-11-19,above,2014-11-18 21:50:00,below,2014-11-19 00:05:00,above,2014-11-19 07:00:00,below,2014-11-19 08:35:00,,,,,,,,,,,,
1415,2014-11-20,below,2014-11-19 20:45:00,above,2014-11-20 09:55:00,,,,,,,,,,,,,,,,
1416,2014-11-24,above,2014-11-23 21:40:00,,,,,,,,,,,,,,,,,,
1417,2014-11-25,below,2014-11-24 21:25:00,above,2014-11-25 03:45:00,,,,,,,,,,,,,,,,
1418,2014-11-26,above,2014-11-25 21:15:00,below,2014-11-26 07:55:00,above,2014-11-26 08:00:00,below,2014-11-26 08:30:00,above,2014-11-26 08:50:00,below,2014-11-26 09:05:00,above,2014-11-26 09:35:00,,,,,,
1419,2014-11-27,above,2014-11-26 20:55:00,below,2014-11-27 02:00:00,above,2014-11-27 08:00:00,,,,,,,,,,,,,,
1420,2014-12-01,below,2014-11-30 21:40:00,,,,,,,,,,,,,,,,,,
1421,2014-12-02,below,2014-12-01 21:30:00,above,2014-12-01 22:55:00,,,,,,,,,,,,,,,,
1422,2014-12-03,below,2014-12-02 22:50:00,above,2014-12-03 09:20:00,below,2014-12-03 09:55:00,above,2014-12-03 13:55:00,,,,,,,,,,,,
1423,2014-12-04,above,2014-12-03 22:40:00,below,2014-12-04 08:35:00,above,2014-12-04 09:35:00,below,2014-12-04 10:40:00,above,2014-12-04 12:05:00,below,2014-12-04 15:20:00,,,,,,,,
1424,2014-12-08,below,2014-12-08 02:40:00,above,2014-12-08 09:40:00,below,2014-12-08 11:35:00,,,,,,,,,,,,,,
1425,2014-12-09,below,2014-12-08 20:55:00,above,2014-12-09 13:30:00,below,2014-12-09 14:30:00,above,2014-12-09 15:00:00,,,,,,,,,,,,
1426,2014-12-10,below,2014-12-09 21:05:00,,,,,,,,,,,,,,,,,,
1427,2014-12-11,above,2014-12-10 20:35:00,below,2014-12-11 06:55:00,above,2014-12-11 07:35:00,,,,,,,,,,,,,,
1428,2014-12-15,above,2014-12-14 21:45:00,below,2014-12-15 10:35:00,above,2014-12-15 10:50:00,below,2014-12-15 11:00:00,,,,,,,,,,,,
1429,2014-12-16,below,2014-12-16 00:45:00,above,2014-12-16 03:00:00,below,2014-12-16 03:30:00,above,2014-12-16 05:40:00,below,2014-12-16 06:20:00,above,2014-12-16 11:25:00,below,2014-12-16 12:45:00,,,,,,
1430,2014-12-17,below,2014-12-16 20:45:00,above,2014-12-16 23:35:00,below,2014-12-17 00:00:00,above,2014-12-17 00:35:00,below,2014-12-17 09:00:00,above,2014-12-17 09:40:00,,,,,,,,
1431,2014-12-18,below,2014-12-17 21:25:00,above,2014-12-18 02:35:00,,,,,,,,,,,,,,,,
1432,2014-12-22,above,2014-12-22 00:05:00,below,2014-12-22 09:10:00,above,2014-12-22 09:35:00,,,,,,,,,,,,,,
1433,2014-12-23,above,2014-12-22 21:30:00,below,2014-12-23 02:05:00,above,2014-12-23 06:10:00,below,2014-12-23 09:45:00,,,,,,,,,,,,
1434,2014-12-29,above,2014-12-28 21:00:00,below,2014-12-29 04:00:00,,,,,,,,,,,,,,,,
1435,2014-12-30,above,2014-12-29 22:10:00,below,2014-12-30 00:25:00,,,,,,,,,,,,,,,,
1436,2015-01-05,above,2015-01-04 20:35:00,below,2015-01-05 09:35:00,,,,,,,,,,,,,,,,
1437,2015-01-06,below,2015-01-05 21:25:00,above,2015-01-06 06:45:00,below,2015-01-06 09:35:00,,,,,,,,,,,,,,
1438,2015-01-07,above,2015-01-06 20:45:00,,,,,,,,,,,,,,,,,,
1439,2015-01-08,above,2015-01-07 20:40:00,,,,,,,,,,,,,,,,,,
1440,2015-01-12,above,2015-01-11 20:50:00,below,2015-01-12 00:10:00,above,2015-01-12 00:45:00,below,2015-01-12 09:35:00,,,,,,,,,,,,
1441,2015-01-13,above,2015-01-12 21:00:00,below,2015-01-13 02:55:00,above,2015-01-13 03:10:00,below,2015-01-13 13:50:00,above,2015-01-13 15:35:00,below,2015-01-13 15:45:00,,,,,,,,
1442,2015-01-14,below,2015-01-13 20:35:00,above,2015-01-14 05:05:00,below,2015-01-14 05:20:00,,,,,,,,,,,,,,
1443,2015-01-15,above,2015-01-15 00:25:00,below,2015-01-15 04:45:00,above,2015-01-15 08:40:00,below,2015-01-15 08:50:00,above,2015-01-15 09:25:00,below,2015-01-15 09:30:00,,,,,,,,
1444,2015-01-19,below,2015-01-18 20:45:00,,,,,,,,,,,,,,,,,,
1445,2015-01-20,above,2015-01-19 20:50:00,below,2015-01-20 09:50:00,above,2015-01-20 10:05:00,below,2015-01-20 10:15:00,above,2015-01-20 13:20:00,,,,,,,,,,
1446,2015-01-21,above,2015-01-20 21:50:00,below,2015-01-21 02:25:00,above,2015-01-21 03:00:00,below,2015-01-21 03:35:00,above,2015-01-21 04:05:00,below,2015-01-21 04:30:00,above,2015-01-21 09:35:00,below,2015-01-21 09:45:00,above,2015-01-21 10:15:00,,
1447,2015-01-22,above,2015-01-21 20:55:00,below,2015-01-22 09:45:00,above,2015-01-22 10:05:00,,,,,,,,,,,,,,
1448,2015-01-26,above,2015-01-25 21:10:00,,,,,,,,,,,,,,,,,,
1449,2015-01-27,above,2015-01-26 22:15:00,below,2015-01-27 02:30:00,above,2015-01-27 03:25:00,below,2015-01-27 03:35:00,,,,,,,,,,,,
1450,2015-01-28,above,2015-01-27 22:10:00,below,2015-01-28 10:30:00,,,,,,,,,,,,,,,,
1451,2015-01-29,above,2015-01-28 21:25:00,below,2015-01-29 00:10:00,above,2015-01-29 03:00:00,below,2015-01-29 03:30:00,above,2015-01-29 05:25:00,below,2015-01-29 08:00:00,above,2015-01-29 08:30:00,below,2015-01-29 09:05:00,above,2015-01-29 13:35:00,,
1452,2015-02-02,above,2015-02-01 20:40:00,below,2015-02-02 05:15:00,above,2015-02-02 06:10:00,below,2015-02-02 09:40:00,above,2015-02-02 11:30:00,below,2015-02-02 12:45:00,above,2015-02-02 15:25:00,,,,,,
1453,2015-02-03,above,2015-02-02 22:25:00,below,2015-02-02 23:05:00,above,2015-02-03 03:05:00,below,2015-02-03 11:50:00,above,2015-02-03 12:10:00,,,,,,,,,,
1454,2015-02-04,below,2015-02-04 03:20:00,above,2015-02-04 11:05:00,,,,,,,,,,,,,,,,
1455,2015-02-05,below,2015-02-04 21:05:00,above,2015-02-04 22:20:00,below,2015-02-05 01:30:00,above,2015-02-05 02:40:00,,,,,,,,,,,,
1456,2015-02-09,above,2015-02-09 00:30:00,below,2015-02-09 04:40:00,above,2015-02-09 09:35:00,below,2015-02-09 10:55:00,above,2015-02-09 11:15:00,,,,,,,,,,
1457,2015-02-10,below,2015-02-09 22:40:00,above,2015-02-10 00:35:00,below,2015-02-10 03:35:00,above,2015-02-10 05:25:00,,,,,,,,,,,,
1458,2015-02-11,below,2015-02-10 21:10:00,above,2015-02-11 09:25:00,,,,,,,,,,,,,,,,
1459,2015-02-12,below,2015-02-11 20:40:00,above,2015-02-12 00:35:00,,,,,,,,,,,,,,,,
1460,2015-02-16,above,2015-02-15 20:40:00,below,2015-02-16 12:25:00,above,2015-02-16 12:40:00,below,2015-02-16 12:50:00,,,,,,,,,,,,
1461,2015-02-17,above,2015-02-16 21:05:00,below,2015-02-17 03:25:00,above,2015-02-17 04:00:00,,,,,,,,,,,,,,
1462,2015-02-18,above,2015-02-17 21:40:00,below,2015-02-18 05:15:00,above,2015-02-18 05:30:00,below,2015-02-18 06:35:00,above,2015-02-18 06:55:00,below,2015-02-18 07:30:00,above,2015-02-18 09:35:00,below,2015-02-18 09:50:00,above,2015-02-18 11:35:00,below,2015-02-18 11:40:00
1463,2015-02-19,above,2015-02-18 21:20:00,below,2015-02-19 02:30:00,above,2015-02-19 05:00:00,below,2015-02-19 05:20:00,above,2015-02-19 05:50:00,,,,,,,,,,
1464,2015-02-23,below,2015-02-22 20:35:00,above,2015-02-23 14:15:00,below,2015-02-23 14:40:00,above,2015-02-23 15:40:00,,,,,,,,,,,,
1465,2015-02-24,above,2015-02-23 20:40:00,below,2015-02-24 04:00:00,above,2015-02-24 05:25:00,below,2015-02-24 06:35:00,above,2015-02-24 11:05:00,below,2015-02-24 12:30:00,above,2015-02-24 13:35:00,,,,,,
1466,2015-02-25,below,2015-02-24 20:45:00,above,2015-02-25 00:55:00,below,2015-02-25 02:30:00,above,2015-02-25 03:00:00,below,2015-02-25 04:20:00,above,2015-02-25 10:05:00,below,2015-02-25 10:25:00,above,2015-02-25 10:40:00,below,2015-02-25 14:35:00,,
1467,2015-02-26,above,2015-02-25 22:05:00,below,2015-02-26 09:30:00,above,2015-02-26 09:35:00,below,2015-02-26 09:55:00,above,2015-02-26 10:15:00,,,,,,,,,,
1468,2015-03-02,below,2015-03-01 20:35:00,above,2015-03-02 03:10:00,below,2015-03-02 06:45:00,above,2015-03-02 09:30:00,,,,,,,,,,,,
1469,2015-03-03,below,2015-03-02 20:45:00,,,,,,,,,,,,,,,,,,
1470,2015-03-04,above,2015-03-03 22:30:00,below,2015-03-04 03:40:00,,,,,,,,,,,,,,,,
1471,2015-03-05,above,2015-03-04 22:50:00,below,2015-03-05 12:50:00,above,2015-03-05 13:35:00,,,,,,,,,,,,,,
1472,2015-03-09,below,2015-03-08 21:05:00,above,2015-03-09 07:45:00,below,2015-03-09 09:40:00,above,2015-03-09 09:55:00,below,2015-03-09 10:25:00,above,2015-03-09 11:25:00,below,2015-03-09 12:05:00,above,2015-03-09 13:10:00,,,,
1473,2015-03-10,below,2015-03-09 20:50:00,,,,,,,,,,,,,,,,,,
1474,2015-03-11,above,2015-03-10 21:05:00,below,2015-03-11 03:55:00,above,2015-03-11 04:15:00,below,2015-03-11 09:30:00,above,2015-03-11 10:05:00,below,2015-03-11 10:10:00,,,,,,,,
1475,2015-03-12,above,2015-03-11 21:15:00,below,2015-03-12 09:10:00,above,2015-03-12 09:40:00,,,,,,,,,,,,,,
1476,2015-03-16,above,2015-03-15 21:00:00,,,,,,,,,,,,,,,,,,
1477,2015-03-17,below,2015-03-16 21:20:00,above,2015-03-16 23:40:00,below,2015-03-17 05:50:00,above,2015-03-17 08:55:00,below,2015-03-17 11:00:00,above,2015-03-17 11:55:00,,,,,,,,
1478,2015-03-18,above,2015-03-17 22:05:00,below,2015-03-18 05:30:00,above,2015-03-18 05:35:00,below,2015-03-18 06:00:00,above,2015-03-18 14:00:00,,,,,,,,,,
1479,2015-03-19,below,2015-03-18 21:20:00,,,,,,,,,,,,,,,,,,
1480,2015-03-23,below,2015-03-22 20:40:00,above,2015-03-22 22:50:00,below,2015-03-23 01:30:00,above,2015-03-23 10:15:00,below,2015-03-23 10:55:00,above,2015-03-23 14:10:00,below,2015-03-23 14:45:00,,,,,,
1481,2015-03-24,above,2015-03-23 21:25:00,below,2015-03-23 21:50:00,above,2015-03-23 23:55:00,below,2015-03-24 03:15:00,above,2015-03-24 04:30:00,below,2015-03-24 09:05:00,above,2015-03-24 09:50:00,below,2015-03-24 13:25:00,,,,
1482,2015-03-25,below,2015-03-24 22:40:00,above,2015-03-25 04:35:00,below,2015-03-25 07:50:00,above,2015-03-25 09:00:00,below,2015-03-25 09:30:00,,,,,,,,,,
1483,2015-03-26,below,2015-03-25 20:45:00,above,2015-03-26 13:50:00,below,2015-03-26 14:05:00,,,,,,,,,,,,,,
1484,2015-03-30,above,2015-03-29 21:55:00,,,,,,,,,,,,,,,,,,
1485,2015-03-31,above,2015-03-30 20:55:00,below,2015-03-30 21:30:00,,,,,,,,,,,,,,,,
1486,2015-04-01,below,2015-03-31 20:40:00,above,2015-04-01 05:35:00,below,2015-04-01 09:35:00,,,,,,,,,,,,,,
1487,2015-04-02,below,2015-04-01 20:55:00,above,2015-04-02 09:50:00,below,2015-04-02 10:20:00,above,2015-04-02 14:15:00,below,2015-04-02 14:40:00,above,2015-04-02 15:40:00,,,,,,,,
1488,2015-04-06,above,2015-04-05 20:40:00,below,2015-04-06 03:50:00,above,2015-04-06 07:05:00,,,,,,,,,,,,,,
1489,2015-04-07,below,2015-04-06 20:40:00,above,2015-04-06 23:50:00,below,2015-04-07 15:50:00,,,,,,,,,,,,,,
1490,2015-04-08,below,2015-04-07 21:30:00,above,2015-04-08 01:40:00,below,2015-04-08 03:15:00,above,2015-04-08 03:25:00,,,,,,,,,,,,
1491,2015-04-09,below,2015-04-08 21:25:00,above,2015-04-09 09:30:00,below,2015-04-09 09:50:00,above,2015-04-09 10:00:00,below,2015-04-09 10:15:00,above,2015-04-09 12:20:00,,,,,,,,
1492,2015-04-13,above,2015-04-12 21:40:00,below,2015-04-12 22:35:00,above,2015-04-13 09:15:00,below,2015-04-13 13:40:00,,,,,,,,,,,,
1493,2015-04-14,above,2015-04-13 21:15:00,below,2015-04-14 04:50:00,above,2015-04-14 08:50:00,below,2015-04-14 09:00:00,above,2015-04-14 09:30:00,below,2015-04-14 09:40:00,,,,,,,,
1494,2015-04-15,below,2015-04-15 01:50:00,above,2015-04-15 04:20:00,,,,,,,,,,,,,,,,
1495,2015-04-16,above,2015-04-15 21:00:00,below,2015-04-16 03:25:00,,,,,,,,,,,,,,,,
1496,2015-04-20,above,2015-04-19 21:15:00,,,,,,,,,,,,,,,,,,
1497,2015-04-21,above,2015-04-20 21:15:00,,,,,,,,,,,,,,,,,,
1498,2015-04-22,above,2015-04-21 21:00:00,below,2015-04-22 04:00:00,above,2015-04-22 09:00:00,below,2015-04-22 09:40:00,above,2015-04-22 11:00:00,,,,,,,,,,
1499,2015-04-23,below,2015-04-22 21:35:00,above,2015-04-23 09:35:00,,,,,,,,,,,,,,,,
1500,2015-04-27,above,2015-04-27 00:55:00,below,2015-04-27 12:10:00,,,,,,,,,,,,,,,,
1501,2015-04-28,below,2015-04-27 21:15:00,above,2015-04-28 12:50:00,below,2015-04-28 13:35:00,,,,,,,,,,,,,,
1502,2015-04-29,above,2015-04-28 20:35:00,below,2015-04-28 22:00:00,,,,,,,,,,,,,,,,
1503,2015-04-30,below,2015-04-30 00:30:00,,,,,,,,,,,,,,,,,,
1504,2015-05-04,above,2015-05-03 21:20:00,below,2015-05-03 21:50:00,above,2015-05-04 04:20:00,,,,,,,,,,,,,,
1505,2015-05-05,below,2015-05-04 22:15:00,above,2015-05-05 04:15:00,below,2015-05-05 04:50:00,,,,,,,,,,,,,,
1506,2015-05-06,above,2015-05-05 21:25:00,below,2015-05-06 03:30:00,above,2015-05-06 04:55:00,below,2015-05-06 06:25:00,above,2015-05-06 07:35:00,below,2015-05-06 08:55:00,above,2015-05-06 09:20:00,below,2015-05-06 09:35:00,,,,
1507,2015-05-07,above,2015-05-06 21:00:00,below,2015-05-07 02:05:00,above,2015-05-07 09:35:00,,,,,,,,,,,,,,
1508,2015-05-11,below,2015-05-10 21:15:00,above,2015-05-11 07:40:00,below,2015-05-11 10:25:00,above,2015-05-11 11:50:00,below,2015-05-11 12:00:00,above,2015-05-11 13:20:00,below,2015-05-11 13:45:00,,,,,,
1509,2015-05-12,below,2015-05-11 22:00:00,above,2015-05-12 01:50:00,below,2015-05-12 02:20:00,above,2015-05-12 13:10:00,below,2015-05-12 13:30:00,above,2015-05-12 14:35:00,below,2015-05-12 14:55:00,,,,,,
1510,2015-05-13,above,2015-05-12 20:45:00,below,2015-05-13 12:25:00,above,2015-05-13 12:45:00,below,2015-05-13 14:15:00,,,,,,,,,,,,
1511,2015-05-14,above,2015-05-13 20:35:00,below,2015-05-13 21:20:00,above,2015-05-14 03:50:00,,,,,,,,,,,,,,
1512,2015-05-18,below,2015-05-17 21:00:00,above,2015-05-18 09:55:00,below,2015-05-18 10:10:00,above,2015-05-18 10:30:00,below,2015-05-18 10:50:00,above,2015-05-18 11:05:00,,,,,,,,
1513,2015-05-19,above,2015-05-18 21:00:00,below,2015-05-19 10:20:00,above,2015-05-19 10:25:00,below,2015-05-19 10:50:00,above,2015-05-19 13:30:00,below,2015-05-19 14:35:00,,,,,,,,
1514,2015-05-20,above,2015-05-19 20:55:00,below,2015-05-20 09:30:00,above,2015-05-20 10:30:00,,,,,,,,,,,,,,
1515,2015-05-21,above,2015-05-20 20:35:00,below,2015-05-21 03:45:00,above,2015-05-21 07:25:00,,,,,,,,,,,,,,
1516,2015-05-25,below,2015-05-24 20:35:00,above,2015-05-24 22:00:00,below,2015-05-25 03:25:00,above,2015-05-25 10:00:00,,,,,,,,,,,,
1517,2015-05-26,above,2015-05-26 03:05:00,below,2015-05-26 03:25:00,,,,,,,,,,,,,,,,
1518,2015-05-27,above,2015-05-27 02:30:00,,,,,,,,,,,,,,,,,,
1519,2015-05-28,above,2015-05-27 21:05:00,below,2015-05-28 01:30:00,,,,,,,,,,,,,,,,
1520,2015-06-01,above,2015-05-31 21:05:00,below,2015-06-01 05:30:00,above,2015-06-01 06:25:00,below,2015-06-01 06:50:00,above,2015-06-01 07:30:00,below,2015-06-01 09:45:00,above,2015-06-01 12:15:00,,,,,,
1521,2015-06-02,above,2015-06-01 20:50:00,below,2015-06-01 22:20:00,above,2015-06-02 02:55:00,below,2015-06-02 03:00:00,above,2015-06-02 13:15:00,below,2015-06-02 14:10:00,,,,,,,,
1522,2015-06-03,below,2015-06-02 23:15:00,above,2015-06-03 02:00:00,,,,,,,,,,,,,,,,
1523,2015-06-04,below,2015-06-03 20:55:00,,,,,,,,,,,,,,,,,,
